bib_key,sr_id,sr_doi,refnum,year,doi,url,source,raw
Necula2024_ref0073,Necula2024,10.3390/electronics13112055,73,2013,10.1049/ic.2013.0341,https://doi.org/10.1049/ic.2013.0341,,"Geetha, S.; Mala, G.S.A. Extraction of key attributes from natural language requirements speciﬁcation text. In IET Semin Dig; 
Institution of Engineering and Technology: Hertfordshire, UK, 2013; pp. 374–379. https://doi.org/10.1049/ic.2013.0341."
Schopow2023_ref0004,Schopow2023,10.2196/48933,4,2018,10.1055/s-0038-1638592,,,"Meystre SM, Savova GK, Kipper-Schuler KC, Hurdle JF. Extracting information from textual documents in the electronic
health record: a review of recent research. Yearb Med Inform 2018 Mar 07;17(01):128-144 [doi: 10.1055/s-0038-1638592]"
Schopow2023_ref0003,Schopow2023,10.2196/48933,3,2023,10.1056/nejmra2302038,,,"Haug C, Drazen J. Artificial intelligence and machine learning in clinical medicine, 2023. N Engl J Med 2023 Mar
30;388(13):1201-1208 [FREE Full text] [doi: 10.1056/nejmra2302038]"
Shankar2025_ref0003,Shankar2025,10.1038/s41746-025-01527-z,3,2022,10.1093/ageing/afac173,https://doi.org/10.1093/ageing/afac173,,"Bai, W. et al. Worldwide prevalence of mild cognitive impairment
among community dwellers aged 50 years and older: a meta-analysis
and systematic review of epidemiology studies. Age Ageing 51,
https://doi.org/10.1093/ageing/afac173 (2022)."
Cho2024_ref0040,Cho2024,10.2196/49724,40,2022,10.1093/bib/bbac409,,,"Luo R, Sun L, Xia Y, Qin T, Zhang S, Poon H, et al. BioGPT: generative pre-trained transformer for biomedical text
generation and mining. Brief Bioinform. Nov 19, 2022;23(6):bbac409. [FREE Full text] [doi: 10.1093/bib/bbac409]
[Medline: 36156661]"
Cho2024_ref0014,Cho2024,10.2196/49724,14,2023,10.1093/bioadv/vbad001,,,"Zhang S, Fan R, Liu Y, Chen S, Liu Q, Zeng W. Applications of transformer-based language models in bioinformatics: a
survey. Bioinform Adv. 2023;3(1):vbad001. [FREE Full text] [doi: 10.1093/bioadv/vbad001] [Medline: 36845200]"
Cho2024_ref0004,Cho2024,10.2196/49724,4,2021,10.1093/bioinformatics/btab083,,,"Ji Y, Zhou Z, Liu H, Davuluri R. DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model
for DNA-language in genome. Bioinformatics. Aug 09, 2021;37(15):2112-2120. [FREE Full text] [doi:
10.1093/bioinformatics/btab083] [Medline: 33538820]"
Cho2024_ref0048,Cho2024,10.2196/49724,48,2022,10.1093/bioinformatics/btab702,,,"Trieu H, Miwa M, Ananiadou S. BioVAE: a pre-trained latent variable language model for biomedical text mining.
Bioinformatics. Jan 12, 2022;38(3):872-874. [FREE Full text] [doi: 10.1093/bioinformatics/btab702] [Medline: 34636886]"
Cho2024_ref0039,Cho2024,10.2196/49724,39,2020,10.1093/bioinformatics/btz682,,,"Lee J, Yoon W, Kim S, Kim D, Kim S, So C, et al. BioBERT: a pre-trained biomedical language representation model for
biomedical text mining. Bioinformatics. Feb 15, 2020;36(4):1234-1240. [FREE Full text] [doi: 10.1093/bioinformatics/btz682]
[Medline: 31501885]"
Schopow2023_ref0022,Schopow2023,10.2196/48933,22,2022,10.1093/jamia/ocab236,,,"Yan M, Gustad L, Nytrø Ø. Sepsis prediction, early detection, and identification using clinical text for machine learning:
a systematic review. J Am Med Inform Assoc 2022 Jan 29;29(3):559-575 [FREE Full text] [doi: 10.1093/jamia/ocab236]
[Medline: 34897469]"
Dahl2025_ref0015,Dahl2025,10.2196/68707,15,2022,10.1093/jamia/ocac040,,,"Zhou S, Wang N, Wang L, Liu H, Zhang R. CancerBERT: a cancer domain-specific language model for extracting
breast cancer phenotypes from electronic health records. J Am Med Inform Assoc. Jun 14, 2022;29(7):1208-1216. [doi:
10.1093/jamia/ocac040] [Medline: 35333345]"
Schopow2023_ref0011,Schopow2023,10.2196/48933,11,2022,10.1093/jamia/ocac066,,,"Feng Y, Liang S, Zhang Y, Chen S, Wang Q, Huang T, et al. Automated medical literature screening using artificial
intelligence: a systematic review and meta-analysis. J Am Med Inform Assoc 2022 Jul 12;29(8):1425-1432 [FREE Full
text] [doi: 10.1093/jamia/ocac066] [Medline: 35641139]"
Schopow2023_ref0008,Schopow2023,10.2196/48933,8,2022,10.1093/jamia/ocac121,,,"Lederman A, Lederman R, Verspoor K. Tasks as needs: reframing the paradigm of clinical natural language processing
research for real-world decision support. J Am Med Inform Assoc 2022 Sep 12;29(10):1810-1817 [FREE Full text] [doi:
10.1093/jamia/ocac121] [Medline: 35848784]"
Cho2024_ref0037,Cho2024,10.2196/49724,37,2024,10.1093/jamia/ocae045,,,"Wu C, Lin W, Zhang X, Zhang Y, Xie W, Wang Y. PMC-LLaMA: toward building open-source language models for
medicine. J Am Med Inform Assoc. Sep 01, 2024;31(9):1833-1843. [FREE Full text] [doi: 10.1093/jamia/ocae045] [Medline:
38613821]"
Dahl2025_ref0005,Dahl2025,10.2196/68707,5,2021,10.1093/jamiaopen/,,,"Hong JC, Fairchild AT, Tanksley JP, Palta M, Tenenbaum JD. Natural language processing for abstraction of cancer
treatment toxicities: accuracy versus human experts. JAMIA Open. Feb 15, 2021;3(4):513-517. [doi: 10.1093/jamiaopen/
ooaa064]"
Dahl2025_ref0039,Dahl2025,10.2196/68707,39,2020,10.1093/jamiaopen/ooaa029,,,"Odisho AY, Park B, Altieri N, et al. Natural language processing systems for pathology parsing in limited data
environments with uncertainty estimation. JAMIA Open. Oct 2020;3(3):431-438. [doi: 10.1093/jamiaopen/ooaa029]
[Medline: 33381748]"
Cho2024_ref0088,Cho2024,10.2196/49724,88,2022,10.1093/jamiaopen/ooac087,,,"Lentzen M, Madan S, Lage-Rupprecht V, Kühnel L, Fluck J, Jacobs M, et al. Critical assessment of transformer-based AI
models for German clinical notes. JAMIA Open. Dec 2022;5(4):ooac087. [FREE Full text] [doi: 10.1093/jamiaopen/ooac087]
[Medline: 36380848]"
Schopow2023_ref0009,Schopow2023,10.2196/48933,9,2023,10.1097/SPC.0000000000000645,,,"Reddy V, Nafees A, Raman S. Recent advances in artificial intelligence applications for supportive and palliative care in
cancer patients. Curr Opin Support Palliat Care 2023 Jun 01;17(2):125-134 [doi: 10.1097/SPC.0000000000000645] [Medline:
37039590]"
Cho2024_ref0005,Cho2024,10.2196/49724,5,2024,10.1101/2021.03.02.21252747v1.full,https://www.medrxiv.org/content/10.1101/2021.03.02.21252747v1.full,,"Pandey C. redBERT: A Topic Discovery and Deep Sentiment Classification Model on COVID-19 Online Discussions
Using BERT NLP Model. medRxiv. 2021. URL: https://www.medrxiv.org/content/10.1101/2021.03.02.21252747v1.full.
pdf [accessed 2024-10-26]"
Cho2024_ref0065,Cho2024,10.2196/49724,65,2024,10.1101/2022.02.27.22271257v1,https://www.medrxiv.org/,,"Yang X, PourNejatian N, Shin H, Smith K, Parisien C, Compas C, et al. GatorTron: A Large Clinical Language Model to
Unlock Patient Information from Unstructured Electronic Health Records. medRxiv. URL: https://www.medrxiv.org/
content/10.1101/2022.02.27.22271257v1 [accessed 2024-10-26]"
Necula2024_ref0088,Necula2024,10.3390/electronics13112055,88,2021,10.1109/ACCESS.2021.3052921,https://doi.org/10.1109/ACCESS.2021.3052921,,"Shreda, Q.A.; Hanani, A.A. Identifying Non-functional Requirements from Unconstrained Documents using Natural Language 
Processing and Machine Learning Approaches. IEEE Access 2021, 4, 1–12. https://doi.org/10.1109/ACCESS.2021.3052921."
Necula2024_ref0052,Necula2024,10.3390/electronics13112055,52,2022,10.1109/ACCESS.2022.3165585,https://doi.org/10.1109/ACCESS.2022.3165585,,"Hochstetter, J.; Diaz, C.; Dieguez, M.; Diaz, J.; Cares, C. Classiﬁcation of Speech Acts in Public Software Tenders. IEEE Access 
2022, 10, 41564–41573. https://doi.org/10.1109/ACCESS.2022.3165585."
Necula2024_ref0050,Necula2024,10.3390/electronics13112055,50,2022,10.1109/ACCESS.2022.3217752,https://doi.org/10.1109/ACCESS.2022.3217752,,"Jp, S.; Menon, V.K.; Soman, K.; Ojha, A.K.R. A Non-Exclusive Multi-Class Convolutional Neural Network for the Classiﬁcation 
of Functional Requirements in AUTOSAR Software Requirement Speciﬁcation Text. IEEE Access 2022, 10, 117707–117714. 
https://doi.org/10.1109/ACCESS.2022.3217752."
Necula2024_ref0053,Necula2024,10.3390/electronics13112055,53,2023,10.1109/ACCESS.2023.3287882,https://doi.org/10.1109/ACCESS.2023.3287882,,"Oztekin, G.C.; Dalveren, G.G.M. Structured SRS for e-Government Services With Boilerplate Design and Interface. IEEE Access 
2023, 11, 62906–62917. https://doi.org/10.1109/ACCESS.2023.3287882."
Necula2024_ref0043,Necula2024,10.3390/electronics13112055,43,2023,10.1109/ACCESS.2023.3301725,https://doi.org/10.1109/ACCESS.2023.3301725,,"Rahman, K.; Ghani, A.; Alzahrani, A.; Tariq, M.U.; Rahman, A.U. Pre-Trained Model-Based NFR Classiﬁcation: Overcoming 
Limited Data Challenges. IEEE Access 2023, 11, 81787–81802. https://doi.org/10.1109/ACCESS.2023.3301725."
Cho2024_ref0076,Cho2024,10.2196/49724,76,2024,10.1109/ACCESS.2024.3428918,,,"Abu Tareq Rony M, Shariful Islam M, Sultan T, Alshathri S, El-Shafai W. MediGPT: Exploring potentials of conventional
and large language models on medical data. IEEE Access. 2024;12:103473-103487. [FREE Full text] [doi:
10.1109/ACCESS.2024.3428918]"
Necula2024_ref0079,Necula2024,10.3390/electronics13112055,79,2021,10.1109/AERO50100.2021.9438170,https://doi.org/10.1109/AERO50100.2021.9438170,,"Wein, S.; Briggs, P. A Fully Automated Approach to Requirement Extraction from Design Documents. In Proceedings of the 
IEEE Aerospace Conference (50100), Big Sky, MT, USA, 6–13 March 2021. https://doi.org/10.1109/AERO50100.2021.9438170."
Dahl2025_ref0036,Dahl2025,10.2196/68707,36,2018,10.1109/BHI.2018.8333408,,,"Alawad M, Yoon HJ, Tourassi GD. Coarse-to-fine multi-task training of convolutional neural networks for automated
information extraction from cancer pathology reports. Presented at: 2018 IEEE EMBS International Conference on
Biomedical & Health Informatics (BHI); Mar 4-7, 2018; Las Vegas, NV, USA. [doi: 10.1109/BHI.2018.8333408]"
Dahl2025_ref0037,Dahl2025,10.2196/68707,37,2019,10.1109/BHI.2019.8834527,,,"Dubey AK, Yoon HJ, Tourassi GD. Inverse regression for extraction of tumor site from cancer pathology reports.
Presented at: 2019 IEEE EMBS International Conference on Biomedical & Health Informatics (BHI); May 19-22, 2019;
Chicago, IL, USA. [doi: 10.1109/BHI.2019.8834527]"
Dahl2025_ref0038,Dahl2025,10.2196/68707,38,2020,10.1109/BIBM49941.2020.9313347,,,"Wu J, Tang K, Zhang H, Wang C, Li C. Structured information extraction of pathology reports with attention-based
graph convolutional network. Presented at: 2020 IEEE International Conference on Bioinformatics and Biomedicine
(BIBM); Dec 16-19, 2020; Seoul, South Korea. [doi: 10.1109/BIBM49941.2020.9313347]"
Cho2024_ref0140,Cho2024,10.2196/49724,140,2021,10.1109/BIBM52615.2021.9669469,,,"Vajre V, Naylor M, Kamath U, Shehu A. PsychBERT: A Mental Health Language Model for Social Media Mental Health
Behavioral Analysis. 2021. Presented at: 2021 IEEE International Conference on Bioinformatics and Biomedicine (BIBM);
December 9-12, 2021; Houston, TX. [doi: 10.1109/BIBM52615.2021.9669469]"
Dahl2025_ref0041,Dahl2025,10.2196/68707,41,2021,10.1109/BIBM52615.2021.9669650,,,"Wu J, Zhang R, Gong T, Liu Y, Wang C, Li C. BioIE: biomedical information extraction with multi-head attention
enhanced graph convolutional network. Presented at: 2021 IEEE International Conference on Bioinformatics and
Biomedicine (BIBM); Dec 9-12, 2021; Houston, TX, USA. [doi: 10.1109/BIBM52615.2021.9669650]"
Necula2024_ref0019,Necula2024,10.3390/electronics13112055,19,2024,10.1109/CONISOFT50191.2020.00014,https://doi.org/10.1109/CONISOFT50191.2020.00014,,"Perez-Verdejo, J.M.; Sanchez-Garcia, A.J.; Ocharan-Hernandez, J.O. A systematic literature review on machine learning for automated requirements classiﬁcation. In Proceedings of the 2020 8th International Conference in Software Engineering Research 
and Innovation (CONISOFT), Chetumal, Mexico, 4–6 November 2020; Juarez-Ramirez, R., Fernandez y Fernandez, C.A., 
Electronics 2024, 13, 2055 
26 of 30 
 
 
Jimenez Calleros, S.P., Ramirez-Noriega, A., Guerra-Garcia, C., de los Angeles Navarrete Marneou, M., Sandoval, G.L., Oktaba, 
H., Perez-Gonzalez, H., Aguilar Vera, R.A., Eds.; Institute of Electrical and Electronics Engineers Inc.: Piscataway, NJ, USA, 
2020; pp. 21–28. https://doi.org/10.1109/CONISOFT50191.2020.00014."
Necula2024_ref0078,Necula2024,10.3390/electronics13112055,78,2021,10.1109/ComTech52583.2021.9616949,https://doi.org/10.1109/ComTech52583.2021.9616949,,"Ahmed, M.A.; Ahsan, I.; Qamar, U.; Butt, W.H. A Novel Natural Language Processing approach to automatically Visualize 
Entity-Relationship Model from Initial Software Requirements. In Proceedings of the International Conference on Communication 
Technologies 
(ComTech), 
Rawalpindi, 
Pakistan, 
21–22 
September 
2021; 
pp. 
39–43. 
https://doi.org/10.1109/ComTech52583.2021.9616949."
Necula2024_ref0082,Necula2024,10.3390/electronics13112055,82,2018,10.1109/HSI.2018.8431221,https://doi.org/10.1109/HSI.2018.8431221,,"Kuchta, J.; Padhiyar, P. Extracting concepts from the software requirements speciﬁcation using natural language processing. In 
Proceedings of the 11th International Conference on Human System Interaction (HSI), Gdansk, Poland, 4–6 July 2018; Kaczmarek, M., Bujnowski, A., and Ruminski, J., Eds., Institute of Electrical and Electronics Engineers Inc.: Piscataway, NJ, USA, 2018, 
pp. 443–448. https://doi.org/10.1109/HSI.2018.8431221."
Cho2024_ref0133,Cho2024,10.2196/49724,133,2021,10.1109/ICBASE53849.2021.00133,,,"Wang X, Tao M, Wang R, Zhang L. Reduce the medical burden: An automatic medical triage system using text classification
BERT based on Transformer structure. 2021. Presented at: 2nd International Conference on Big Data & Artificial Intelligence
& Software Engineering (ICBASE); September 24-26, 2021; Zhuhai, China. [doi: 10.1109/ICBASE53849.2021.00133]"
Cho2024_ref0009,Cho2024,10.2196/49724,9,2018,10.1109/ICIEA.2018.8398172,,,"Wang S, Ren F, Lu H. A review of the application of natural language processing in clinical medicine. 2018. Presented at:
13th IEEE Conference on Industrial Electronics and Applications (ICIEA); May 31-June 02, 2018; Wuhan, China. [doi:
10.1109/ICIEA.2018.8398172]"
Necula2024_ref0031,Necula2024,10.3390/electronics13112055,31,2023,10.1109/ICIRCA57980.2023.10220849,https://doi.org/10.1109/ICIRCA57980.2023.10220849,,"Kumar, S.; Yadav, D. Natural Language Processing based Automatic Making of Use Case Diagram. In 2023 5th International Conference on Inventive Research in Computing Applications (ICIRCA), Coimbatore, India, 2023; pp. 1026-1032. IEEE. https://doi.org/10.1109/ICIRCA57980.2023.10220849."
Necula2024_ref0074,Necula2024,10.3390/electronics13112055,74,2021,10.1109/ICIT52682.2021.9491698,https://doi.org/10.1109/ICIT52682.2021.9491698,,"Shehadeh, K.; Arman, N.; Khamayseh, F. Semi-Automated Classiﬁcation of Arabic User Requirements into Functional and NonFunctional Requirements using NLP Tools. In Proceedings of the International Conference on Information Technology (ICIT), 
Amman, Jordan, 14–15 July 2021; pp. 527–532. https://doi.org/10.1109/ICIT52682.2021.9491698."
Necula2024_ref0038,Necula2024,10.3390/electronics13112055,38,2022,10.1109/ICITISEE57756.2022.10057944,https://doi.org/10.1109/ICITISEE57756.2022.10057944,,"Maulana, M.Z.N.; Siahaan, D. Use Case-Based Analytical Hierarchy Process Method for Software Requirements Prioritization. 
In Proceedings of the 2022 6th International Conference on Information Technology, Information Systems and Electrical Engineering (ICITISEE), Yogyakarta, Indonesia, 13–14 December 2022; IEEE: Piscataway, NJ, USA, 2022; pp. 205–210. 
https://doi.org/10.1109/ICITISEE57756.2022.10057944."
Necula2024_ref0066,Necula2024,10.3390/electronics13112055,66,2019,10.1109/ICORIS.2019.8874888,https://doi.org/10.1109/ICORIS.2019.8874888,,"Halim, F.; Siahaan, D. Detecting Non-Atomic Requirements in Software Requirements Speciﬁcations Using Classiﬁcation Methods. In Proceedings of the 1st International Conference on Cybernetics and Intelligent System (ICORIS), Denpasar, Indonesia, 
22–23 August 2019; pp. 269–273. https://doi.org/10.1109/ICORIS.2019.8874888."
Necula2024_ref0068,Necula2024,10.3390/electronics13112055,68,2019,10.1109/ICORIS.2019.8874920,https://doi.org/10.1109/ICORIS.2019.8874920,,"Priyadi, Y.; Djunaidy, A.; Siahaan, D. Requirements Dependency Graph Modeling on Software Requirements Speciﬁcation Using Text Analysis. In Proceedings of the 1st International Conference on Cybernetics and Intelligent System (ICORIS), Denpasar, 
Indonesia, 22–23 August 2019; pp. 221–226. https://doi.org/10.1109/ICORIS.2019.8874920."
Necula2024_ref0036,Necula2024,10.3390/electronics13112055,36,2020,10.1109/ICSME46990.2020.00067,https://doi.org/10.1109/ICSME46990.2020.00067,,"Osama, M.; Zaki-Ismail, A.; Abdelrazek, M.; Grundy, J.; Ibrahim, A. Score-Based Automatic Detection and Resolution of Syntactic Ambiguity in Natural Language Requirements. In Proceedings of the 2020 IEEE International Conference on Software 
Maintenance and Evolution (ICSME), Adelaide, Australia, 28 September–2 October 2020; IEEE: Piscataway, NJ, USA, 2020; pp. 
651–661. https://doi.org/10.1109/ICSME46990.2020.00067."
Malgaroli2023_ref0088,Malgaroli2023,10.1038/s41398-023-02592-2,88,2019,10.1109/ICTAI.2019.00055,,,"Si D, Cheng SC, Xing R, Liu C, Wu HY. Scaling up prediction of psychosis by
natural language processing. 2019 IEEE 31st International Conference on Tools
with Artiﬁcial Intelligence (ICTAI), Portland, OR, USA, 2019. pp. 339–47, https://
doi.org/10.1109/ICTAI.2019.00055."
Necula2024_ref0035,Necula2024,10.3390/electronics13112055,35,2019,10.1109/INFOMAN.2019.8714682,https://doi.org/10.1109/INFOMAN.2019.8714682,,"Riaz, M.Q.; Butt, W.H.; Rehman, S. Automatic Detection of Ambiguous Software Requirements: An Insight. In Proceedings of 
the 2019 5th International Conference on Information Management (ICIM), Cambridge, UK, 24–27 March 2019; IEEE: Piscataway, NJ, USA, 2019; pp. 1–6. https://doi.org/10.1109/INFOMAN.2019.8714682."
Necula2024_ref0037,Necula2024,10.3390/electronics13112055,37,2020,10.1109/ISRITI51436.2020.9315489,https://doi.org/10.1109/ISRITI51436.2020.9315489,,"Asyroﬁ, R.; Siahaan, D.O.; Priyadi, Y. Extraction Dependency Based on Evolutionary Requirement Using Natural Language 
Processing. In Proceedings of the 2020 3rd International Seminar on Research of Information Technology and Intelligent Systems 
(ISRITI), 
Yogyakarta, 
Indonesia, 
10 
December 
2020; 
IEEE: 
Piscataway, 
NJ, 
USA, 
2020; 
pp. 
332–337. 
https://doi.org/10.1109/ISRITI51436.2020.9315489."
